cod_amm	prg_srv_amm	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
c_F793	1	servizio protocollo	ricezione, protocollazione e invio posta (anche PEC)	0737646135	https://webmail.pec.it/index.html	protocollo@pec.comune.muccia.mc.it	pec
c_f802	1	SUAP	Sportello Unico per le Attivita' Produttive	0585942094	http://www.suaplunigiana.it/	suaplunigiana@ucml.it	altro
c_f802	2	ALBO PRETORIO ON LINE	Albo Pretorio e archivio atti amministrativi on line	0187439005	http://www.halleyweb.com/c045012/po/po_disegna_menu_servizi.php?livello=2&x=a5c541d1a23d723d743f4ebbf8668b08	info@comune.mulazzo.ms.it	altro
c_f810	1	Ufficio Segretaria	Provvede alla redazione di deliberazioni, di determinazioni, di contratti, ed alla stesura di pratiche di carattere amministrativo.	0445888241	www.comune.salcedo.vi.it	segreteria@comune.salcedo.vi.it	altro
c_f810	2	Ufficio Ragioneria, Tributi e Contabilita'	Provvede alla formazione ed alla gestione del bilancio comunale, alla tenuta dei ruoli tributari, a coordinare la tesoreria comunale, ed alla gestione del personale.	0445888241	www.comune.salcedo.vi.it	ragioneria@comune.salcedo.vi.it	altro
c_f810	3	Ufficio Tecnico	Provvede alla gestione dell'edilizia pubblica e privata, alla manutenzione delle strade e delle aree pubbliche.	0445888241	www.comune.salcedo.vi.it	tecnico@comune.salcedo.vi.it	altro
c_f810	4	Ufficio Demografico, Elettorale, Commercio, Servizi Sociali	Provvede alla tenuta dell'anagrafe e dello stato civile, alla revisione delle liste elettorali, alla formazione della leva militare, alle pratiche commerciali, ed alle pratiche di carattere assistenziale.	0445888241	www.comune.salcedo.vi.it	anagrafe@comune.salcedo.vi.it	altro
c_f814	1	FINANZIARIO	GESTIONE  DATI FINANZIARI	0141993041	murisengo@cert.ruparpiemonte.it	ragioneria@murisengo.com	altro
c_f816	1	Stato Civile Anagrafe	Atti di stato Civile	0836443201	www.comune.muroleccese.le.it	anagrafe.muro@pec.rupar.puglia.it	pec
c_f816	2	SUAP	Sportello per il Commercio	0836443206	www.comune.muroleccese.le.it	suap.muro@pec.rupar.puglia.it	pec
c_f818	1	Tolu Federico	Amministrativo e affari generali	0793440044	http://www.comune.muros.ss.it/?modulo=contenuti&id=36	segretariocomunale@comune.muros.ss.it	altro
c_f818	2	Tolu Federico	Ufficio Servizi Demografici e Elettorale	0793440041	http://www.comune.muros.ss.it/?modulo=contenuti&id=36	anagrafe@comune.muros.ss.it	altro
c_f818	3	Tolu Federico	Ufficio Servizi Sociali e Cultura	0793440048	http://www.comune.muros.ss.it/?modulo=contenuti&id=36	servizisociali@comune.muros.ss.it	altro
c_f818	4	Capula Antonello	Ufficio Tecnico e di Vigilanza	0793440059	http://www.comune.muros.ss.it/?modulo=contenuti&id=36	ufficiotecnico@comune.muros.ss.it	altro
c_f818	5	Tolu Federico	Servizio Finanziario	0793440047	http://www.comune.muros.ss.it/?modulo=contenuti&id=36	ragioneria@comune.muros.ss.it	altro
c_f828	1	Portale comunale	Dal sito istituzionale sono consultabili le informazioni relative a modulistica, regolamenti, statuto, atti amministrativi, avvisi	034481154	http://www.comune.musso.co.it	segreteria@comune.musso.co.it	altro
c_f830	1	Area finanziaria	Servizio finanziario			mvcastiglione.comunemussomeli@legalmail.it	pec
c_f830	2	Area finanziaria	Servizio tributi		null	rgenco.comunemussomeli@legalmail.it	pec
c_f830	3	Area Amministrativa	Servizio amministrativo			acordaro.comunemussomeli@legalmail.it	pec
c_f830	4	Area Amministrativa	servizio personale			eimbornone.comunemussomeli@legalmail.it	pec
c_f830	5	Area Tecnica e  LL.PP.	Servizio LL.PP.		null	calba.comunemussomeli@legalmail.it	pec
c_f830	6	Area di Vigilanza	Servizio VV.UU.			vcala.comunemussomeli@legalmail.it	pec
c_f830	7	Area Amministrativa	Stato Civile e Servizi Demografici			demograficimussomeli@legalmail.it	pec
c_f831	1	sito istituzionale	Il servizio consente l'accesso mediante internet a numerose informazioni sulle attivita' svolte e sulla struttura organizzativa del Comune, di reperire modelli e notizie per lerogazione dei servizi comunali, oltre a fornire notizie di ordine socio-economico e di promozione turistica e culturale del territorio comunale	0859497214	http://www.comune.pineto.te.it	ced@comune.pineto.te.it	altro
c_f845	1	P.O. 1	Area Segreteria Generale, Staff di Gabinetto, Pubbliche relazioni	0922953007	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	info@comune.naro.ag.it	altro
c_f845	2	P.O. 3	Area Polizia Municipale	0922953024	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	poliziamunicipale@comune.naro.ag.it	altro
c_f845	3	P.O. 4	Area Finanziaria e Contabile	0922953005	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	ragioneria@comune.naro.ag.it	altro
c_f845	4	P.O.8	Area Lavori Pubblici    Protezione Civile Aro	0922953048	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	francescopuma@comune.naro.ag.it	altro
c_f845	5	P.O. 2	Area amministrativa  Affari Generali Informatica Pubblica Istruzione	0922953007	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	salvatorelauria@comune.naro.ag.it	altro
c_f845	6	P.O. 6	Area Urbanistica	0922953046	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	sue-suap@comune.naro.ag.it	altro
c_f845	7	P.O. 7	Condono Edilizio Pubblica Illuminazione Cimitero Verde Pubblico Servizio Vitivinicolo Commercio Igiene ambientale e patrimonio	0922953048	http://www.comune.naro.ag.it/index.php?option=com_content&view=article&id=265&Itemid=186	sue-suap@comune.naro.ag.it	altro
c_f847	1	Ufficio Protocollo	servizio di accesso ad ogni ufficio dell'Ente	018277017		protocollo@pec.comune.nasino.sv.it	pec
c_f856	1	Ufficio demografico	certificati	0472412131		info@gemeinde.natz-schabs.bz.it	altro
c_f867	1	SERVIZIO AMMINISTRATIVO	SERVIZIO AFFARI GENERALI E PROTOCOLLO	078367747	www.comune.neoneli.or.it	protocollo@pec.comune.neoneli.or.it	pec
c_f880	1	albo pretorio	publicazione degli atti amministrativi		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti.aspx		altro
c_f880	2	servizi anagrafici	visura dei propri dati anagrafici - autocertificazione - richiesta di cambio residenza o domicilio		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti/cittadiniimprese/anagrafe.aspx		altro
c_f880	3	servizi tributari	verifica della propria situazione tributaria - calcolo ICI - ravvedimento operoso		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti/cittadiniimprese/tributi.aspx		altro
c_f880	4	SUAP	sportello unico attivita' produttive		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti/cittadiniimprese/suap.aspx		altro
c_f880	5	risultati elettorali	risultati elettorali - elezioni online		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti/cittadiniimprese/elezioni.aspx		altro
c_f880	6	statistica	statistiche principali sulla popolazione del comune		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti/cittadiniimprese/statistiche.aspx		altro
c_f880	7	contabilita' finanziaria fornitori	visura dei propri documenti contabili e mandati di pagamento		http://servizionline.comune.nettuno.roma.it/cmsnettuno/categorieutenti/cittadiniimprese/contabilita.aspx		altro
c_f884	1	Ragioneria	Ufficio Ragioneria	0364330123	http://www.niardo.gov.it/pagine/articolazione_uffici/uff_ragioneria	uff.ragioneria@comune.niardo.bs.it	altro
c_f884	2	Tecnico	Ufficio Tecnico	0364330123	http://www.niardo.gov.it/pagine/articolazione_uffici/uff_tecnico	uff.tecnico@comune.niard.bs.it	altro
c_f884	3	Segreteria	Ufficio Segreteria	0364330123	http://www.niardo.gov.it/pagine/articolazione_uffici/uff_segreteria	manuela.boniotti@comune.niardo.bs.it	altro
c_f890	1	SERVIZI DEMOGRAFICI	SERVIZI DEMOGRAFICI	0957917017		SERVIZIDEMOGRAFICI@PEC.COMUNENICOLOSI.IT	pec
c_f890	2	RAGIONERIA	SERVIZI FINANZIARI			SERVIZIFINANZIARI@PEC.COMUNENICOLOSI.IT	pec
c_f923	1	SERVIZIO CIVILE LOCALE	Servizio accreditato presso il Servizio Civile Nazionale per la  realizzazione di progetti locali.	0804784226	http://www.comune.noicattaro.bari.it/servizi/Menu/dinamica.aspx?idArea=17120&idCat=17122&ID=17122&TipoElemento=categoria	g.debenedetto@comune.noicattaro.bari.it	altro
c_f923	2	S.U.E - SPORTELLO UNICO DELL'EDILIZIA	Accesso diretto degli utenti interessati - ore ufficio prefissate - tramite sportello front/back-office per presentazione diretta e disbrigo pratiche ad uso edilizia privata.	0804784234	https://egov.ba.it/sue	fp.porrelli@comune.noicattaro.bari.it	altro
c_f923	3	S.U.A.P.	SPORTELLO UNICO ATTIVITA'  PRODUTTIVE	0804784233	https://www.impresainungiorno.it	r.marzovilla@comune.noicattaro.bari.it	altro
c_f923	4	ALBO PRETORIO COMUNALE	Pubblicazione atti  e comunicazioni di notifiche on-line.	0804784215	http://www.comune.noicattaro.bari.it/servizi/albopretorianorc/albo_fase00.aspx	s.schiavone@comune.noicattaro.bari.it	altro
c_f923	5	S.I.T.	SISTEMA INFORMATIVO TERRITORIALE	0804784234	http://89.207.106.40/geodatawebsit/SUE_MAIN.aspx?cod=F923	fp.porrelli@comune.noicattaro.bari.it	altro
c_f942	1	Ufficio Tributi	Gestione tributi locali	0858950231	www.comune.notaresco.te.it	ufficio.tributi@virgilio.it	altro
c_f942	2	Ufficio Finanziario	Gestione contabilia' Ente	0858950235	www.comune.notaresco.te.it	servizio.finanziario@comune.notaresco.te.it	altro
c_f942	3	Area gestione del territorio	Gestione opere pubbliche e manutenzioni	0858950222	www.comune.notaresco.te.it	territorio@comune.notaresco.te.it	altro
c_f952	1	Commercio	Commercio Turismo e Gemellaggi	03213703361	http://www.comune.novara.it/it/aree-tematiche/commercio-e-mercati	commercio@cert.comune.novara.it	pec
c_f952	10	Tributi	Servizio Entrate	03213703757	http://www.comune.novara.it/it/aree-tematiche/imposte-e-tasse/tributi	tributi@cert.comune.novara.it	pec
c_f952	11	Edilizia	Servizio governo del territorio	03213702727	http://www.comune.novara.it/it/aree-tematiche/urbanistica-ed-edilizia	edilizia.privata@cert.comune.novara.it	pec
c_f952	12	Segreteria Generale	Avvocatura - Segreteria generale	03213702235	www.comune.novara.it	segreteria@cert.comune.novara.it	pec
c_f952	13	Personale e Organizzazione	Personale e Organizzazione	03213703602	http://www.comune.novara.it/it/aree-tematiche/uffici-comunali/concorsi	concorsi@cert.comune.novara.it	pec
c_f952	14	Contratti e-procurement	contratti e-procurement	03213702259	http://www.comune.novara.it/it/aree-tematiche/uffici-comunali/contratti-e-procurement	contratti@cert.comune.novara.it	pec
c_f952	15	Bilancio	Bilancio	03213703624	http://www.comune.novara.it/it/amministrazione/bilanci	bilancio@cert.comune.novara.it	pec
c_f952	16	Avvocatura	avvocatura Segreteria Generale	03213703359	http://www.comune.novara.it/it/aree-tematiche/uffici-comunali/avvocatura-civica	rovetta.lorena@cert.comune.novara.it	pec
c_f952	17	Ufficio Relazioni Con il Pubblico	Servizi di Direzione	800500257	http://www.comune.novara.it/it/aree-tematiche/servizi-ai-cittadini/ufficio-relazioni-con-il-pubblico	urp@comune.novara.it	altro
c_f952	18	Archivio	Servizi di Direzione	03213702250	http://www.comune.novara.it/it/aree-tematiche/uffici-comunali/archivio-e-protocollo	archivio@cert.comune.novara.it	pec
c_f952	19	Urbanistica	Servizio Governo del Territorio	03213702702	http://www.comune.novara.it/it/aree-tematiche/urbanistica-ed-edilizia/urbanistica	urbanistica@cert.comune.novara.it	pec
c_f952	2	Lavori Pubblici	Lavori Pubblici	03213702468	http://www.comune.novara.it/it/aree-tematiche/lavori-pubblici	edilizia.pubblica@cert.comune.novara.it	pec
c_f952	20	Sicurezza	Sicurezza	03213702321	http://www.comune.novara.it/it/aree-tematiche/polizia-locale	vigili@cert.comune.novara.it	pec
c_f952	21	Mobilita'	Servizio Governo del Territorio Mobilita'	03213702721	https://www.comune.novara.it/it/aree-tematiche/trasporti-e-viabilita/mobilita	pianificazione.mobilita@cert.comune.novara.it	pec
c_f952	22	Centrale Unica di Committenza - Contratti - Gestione dello Sport e del patrimonio sportivo	Centrale Unica di Committenza	03213703770	https://www.comune.novara.it/it/aree-tematiche/uffici-comunali/contratti-e-procurement	gare@cert.comune.novara.it	pec
c_f952	23	Centrale Unica di Committenza - Contratti - Gestione dello Sport e del patrimonio sportivo	Contratti	03213703759	https://www.comune.novara.it/it/aree-tematiche/uffici-comunali/contratti-e-procurement	contratti@cert.comune.novara.it	pec
c_f952	24	Centrale Unica di Committenza - Contratti - Gestione dello Sport e del patrimonio sportivo	Gestione dello Sport e del patrimonio sportivo	03213702862	https://www.comune.novara.it/it/aree-tematiche/cultura-e-tempo-libero/sport	sport@comune.novara.it	altro
c_f952	3	Polizia Municipale	Polizia Municipale	0321459252	http://www.comune.novara.it/it/aree-tematiche/polizia-locale	vigili@cert.comune.novara.it	pec
c_f952	4	Istruzione e diritto alla studio	Servizio Servizi Educativi e Istruzione	3213703530	http://www.comune.novara.it/it/aree-tematiche/studio	istruzione@cert.comune.novara.it	pec
c_f952	5	ICT	Information and communication tecnology	03213703659	http://www.comune.novara.it/it/aree-tematiche/innovazione-e-smart-city/ict-information-and-communication-technologies	ced@cert.comune.novara.it	pec
c_f952	6	Ambiente	Servizio Ambiente e protezione civile	0321420631	http://www.comune.novara.it/it/aree-tematiche/ambiente	ambiente@cert.comune.novara.it	pec
c_f952	7	Anagrafe della Popolazione	Servizi demografici	03213702251	http://www.comune.novara.it/it/aree-tematiche/servizi-ai-cittadini/demografici	anagrafe@cert.comune.novara.it	pec
c_f952	8	Cimiteri	Servizi Lavori Pubblici	0321402647	http://www.comune.novara.it/it/aree-tematiche/lavori-pubblici/sviluppo-patrimonio-immobiliare/cimiteri	cimiteri@cert.comune.novara.it	pec
c_f952	9	Statistica	Statistica	03213703656	http://www.comune.novara.it/it/aree-tematiche/servizi-ai-cittadini/statistica	statis@cert.comune.novara.it	pec
c_f966	1	Servizio Affari Generali	Adempimenti relativi al funzionamento degli organi istituzionali dell'Ente	0596789111	www.comune.novi.mo.it	affarigenerali@comune.novi.mo.it	altro
c_f966	2	Servizio Tecnico Manutentivo e Patrimonio	Gestione delle opere pubbliche e manutenzione degli edifici e del patrimonio comunale	0596789111	www.comune.novi.mo.it	lavoripubblici@comune.novi.mo.it	altro
c_f966	3	Servizio Programmazione e Gestione del Territorio	gestione delle pratiche edilizie, gestione del territorio e delle attivita' produttive	0596789111	www.comune.novi.mo.it	territorio@comune.novi.mo.it	altro
c_f966	4	Servizio Appalti e Contratti	Espletamento procedure per l'aggiudicazione di lavori, forniture e servizi	0596789111	www.comune.novi.mo.it	comune.novidimodena@cert.comune.novi.mo.it	pec
c_f968	1	AREA CONTABILE	Servizio finanziario del Comune	029006066802	http://www.comune.noviglio.mi.it/it-it/home	finanziario@comune.noviglio.mi.it	altro
c_f968	2	SERVIZIO TRIBUTI	Servizio Tributi		http://www.comune.noviglio.mi.it/it-it/home	tributi@comune.noviglio.mi.it	altro
c_f968	3	AREA TECNICA	Area tecnica		http://www.comune.noviglio.mi.it/it-it/home	lavoripubblici@comune.noviglio.mi.it	altro
c_f968	4	AREA AMMINISTRATIVA (segreteria)	SERVIZIO SEGRETERIA		http://www.comune.noviglio.mi.it/it-it/home	segreteria@comune.noviglio.mi.it	altro
c_f968	5	AREA AMMINISTRATIVA (demografici)	SERVIZI DEMOGRAFICI		http://www.comune.noviglio.mi.it/it-it/home	elettorale@comune.noviglio.mi.it	altro
c_f968	6	AREA SERVIZI ALLA PERSONA	Servizi alla persona		http://www.comune.noviglio.mi.it/it-it/home	serviziallapersona@comune.noviglio.mi.it	altro
C_F988	1	Stato Civile/Anagrafe	Stato Civile/Anagrafe	082764942	http://www.comune.nusco.av.it/index.php?action=index&p=690	anagrafe.nusco@asmepec.it	pec
C_F988	2	Ufficio Elettorale	Ufficio Elettorale	082764942	http://www.comune.nusco.av.it/index.php?action=index&p=690	elettorale.nusco@asmepec.it	pec
C_F988	3	Tributi/Tasse	Tributi/Tasse	082764942	http://www.comune.nusco.av.it/index.php?action=index&p=720	ragioneria.nusco@asmepec.it	pec
c_g010	1	VACHA Monica Maria Bianca	SERVIZI FINANZIARI	012434050		ragioneria.oglianico@pec.it	pec
c_g010	2	SIMONETTA Laura	SERVIZI TECNICI	012434050		tecnico.oglianico@pec.it	pec
c_g010	3	AIMONETTO Michela	SERVIZI DEMOGRAFICI	012434050		demografici.oglianico@pec.it	pec
c_g011	1	COMUNE DI OGLIASTRO CILENTO-FATTURAZIONE ELETTRONICA	RICEZIONE DELLE FATTURE ELETTRONICHE	0974833004	002	protocollo.ogliastrrocilento@asmepec.it	pec
c_g015	1	Servizi Online	Portale dei Servizi Online del Comune di Olbia	078952000	http://servizionline.comune.olbia.ot.it/	comune.olbia@comune.olbia.ot.it	altro
c_g020	1	Ordinanze Contingibili Urgenti	Ordinanze Contingibili Urgenti	032253600	Ordinanze Contingibili Urgenti	info@comune.oleggiocastello.no.it	altro
c_g023	1	SEGRETARIO COMUNALE	SEGRETERIA	0828621624	www.olevanosultusciano.gov.it	antonelladivenuta@libero.it	altro
c_g023	2	DONATO MAIESE	SETTORE AFFARI GENERALI	0828621623	www.olevanosultusciano.gov.it	donatomaiese@libero.it	altro
c_g026	1	Comune di Olgiate Molgora	Contatti: numero di telefono del comune (segreteria) e casella PEO (posta elettronica ordinaria)	0399911220	http://www.comune.olgiatemolgora.lc.it/	segreteria@comune.olgiatemolgora.lc.it	altro
c_g031	1	SERVIZIO LL.PP.	GESTIONE CONTRATTI PUBBLICI	0784280213	www.comune.oliena.nu.it	ufficiorup@pec.comune.oliena.nu.it	pec
c_g031	2	Agricoltura	Servizi per l'agricoltura	0784280237	www.comune.oliena.nu.it	gaddeo.antonio@comune.oliena.nu.it	altro
c_g032	1	Servizio Economico-Amministrativo	Il Servizio comprende la gestione di: Organi istituzionali e partecipazione, Segreteria generale, Affari Generali, Contratti, U.R.P., Pubblica Istruzione, Sport e Tempo libero, Attivita Culturali, Turismo, Attivita Socio Assistenziali, Servizi Demografici, Servizi Informatici, Ragioneria, Tributi, Economato, Provveditorato, Controllo di Gestione, Qualita dei Servizi, Personale, Notifiche, Assicurazioni.	0383876325		ragioneria@comune.olivagessi.pv.it	altro
c_g032	2	Servizio Territorio-Ambiente	Il Servizio comprende la gestione di: Lavori pubblici, Manutenzione del patrimonio, Ambiente ed Ecologia, Prevenzione e protezione rischi, Demanio, Urbanistica, Reticolo idrico minore, Edilizia Privata ed Edilizia Residenziale Pubblica, Polizia locale, amministrativa e commerciale, Viabilita, Notifiche, Protezione civile, Suap.	0383876325		tecnico@comune.olivagessi.pv.it	altro
c_g040	1	AFFARI GENERALI	protocollo, segreteria e uffici demografici	031969778	www.comune.olivetolario.lc.it	segreteria@comune.olivetolario.lc.it	altro
c_g040	2	ECONOMICO FINANZIARIO	ragioneria, tributi e personale	031969778	www.comune.olivetolario.lc.it	tributi@comune.olivetolario.lc.it	altro
c_g040	3	AREA TECNICA	lavori pubblici, ecologia, ambiente ed edilizia privata	031969778	www.comune.olivetolario.lc.it	ufftecnico@comune.olivetolario.lc.it	altro
