cod_ou	cod_amm	prg_srv_ou	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
SOC	c_c516	3	SERVIZI SOCIALI IN CONCESSIONE	SERVIZI SOCIALI IN CONCESSIONE	0317776140		servizisociali@comune.cermenate.co.it	altro
SOC	c_c516	4	SERVIZI SOCIALI INTEGRATI	SERVIZI SOCIALI INTEGRATI	0317776140		servizisociali@comune.cermenate.co.it	altro
SOC	c_c516	5	SERVIZIO DI ASSISTENZA DOMICILIARE	SERVIZIO DI ASSISTENZA DOMICILIARE	0317776140		servizisociali@comune.cermenate.co.it	altro
SOC	c_c516	6	SERVIZI PER LA DISABILITA'	SERVIZI PER LA DISABILITA'	0317776140		servizisociali@comune.cermenate.co.it	altro
SOC1	c_i109	1	Servizi Sociali	Servizi Sociali e alla Persona	0456832107			altro
SOC1	c_i109	2	Istruzione	Pubblica Istruzione	0456832107			altro
SOC1	c_i109	3	Istruzione	Pubblica Istruzione	0456832107			altro
SOC1	c_i109	4	Asilo Nido	Asilo Nido Comunale	0456832106			altro
SOCIALE	c_i434	1	scuola	PUBBLICA ISTRUZIONE	0523887827	www.comune.sarmato.pc.it	scuola@comune.sarmato.pc.it	altro
Sociali	c_b578	1	Istruzione e cultura	si occupa dei rapporti con le scuole,trasporto alunni,corsi di nuoto,contributi, biblioteca comunale,informagiovani				altro
Sociali	c_b578	2	Sport e tempo libero	corsi di musica, animazione estiva, associazioni sportive e culturali, manifestazioni, fiere ed altre iniziative				altro
Sociali	c_b578	3	Servizi sociali	cura i rapporti con gli enti di assistenza sanitaria e sociale per servizi ai minori, portatori di handicap, anziani. La concessione dei contributi. Gestisce il servizio di assistenza domiciliare, i soggiorni climatici per anziani. Cura l'iter per l'assegnazione di alloggi di edilizia economica e popolare. Organizza e gestisce il servizio civile volontario				altro
socio	c_b812	1	scuola cultura sport	Ufficio Scuola	0523853709	http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=8882&idCat=18008&ID=18185&TipoElemento=categoria	pubblica-istruzione@comune.carpaneto.pc.it	altro
socio	c_b812	2	cultura sport	Ufficio Cultura Sport	0523853700	http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=8882&idCat=18008&ID=18185&TipoElemento=categoria	cultura@comune.carpaneto.pc.it	altro
socio	c_b812	3	biblioteca	Biblioteca comunale	052383719	http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=8882&idCat=18008&ID=18185&TipoElemento=categoria	biblioteca@comune.carpaneto.pc.it	altro
SP	aeci	1	Ufficio del Responsabile di Servizio.	Responsabile di Servizio / FAI MAF PAN.	0636084657		infoaeci@aeroclubitalia.it	altro
SP	aeci	2	Ufficio Licenze FAI, Volo a Motore, Acrobazia Aerea, VDS/VM.	Licenze FAI, Volo a Motore, Acrobazia Aerea, VDS/VM.	0636084667		a.messina@aeroclubitalia.it	altro
SP	aeci	3	Ufficio Aeromodellismo, Aerostatica, Notam, Tessere Giudici e Attestati Aeromodellismo.	Aeromodellismo, Aerostatica, Notam, Tessere Giudici e Attestati Aeromodellismo.	0636084658		m.biagini@aeroclubitalia.it	altro
SP	aeci	4	Ufficio Volo a Vela, Paracadutismo, VDS/VL, Insegne FAI 	Volo a Vela, Paracadutismo, VDS/VL, Insegne FAI 	0636084617		l.mancini@aeroclubitalia.it	altro
SPL	c_e974	1	Acquedotto	Acquedotto				altro
SPL	c_e974	2	Fognature e Depurazione - Servizi Cimiteriali - Servizi di rete gas - Telefonia - Controllo pagamenti bollette Enel - Protezione Civile - Pubblica incolumita' - Canile comunale	Fognature e Depurazione - Servizi Cimiteriali - Servizi di rete gas - Telefonia - Controllo pagamenti bollette Enel - Protezione Civile - Pubblica incolumita' - Canile comunale				altro
SPL	c_e974	3	Servizi di trasporto pubblico locale - Trasporto disabili - Trasporto Marsala/Aeroporto - Gestione Autoparco Comunale - Servizi di igiene urbana - Servizi Ecologici - R.S.U. - Controllo e gestione discariche - Pulizia spiagge	Servizi di trasporto pubblico locale - Trasporto disabili - Trasporto Marsala/Aeroporto - Gestione Autoparco Comunale - Servizi di igiene urbana - Servizi Ecologici - R.S.U. - Controllo e gestione discariche - Pulizia spiagge				altro
SPOR	c_e897	1	Ufficio Sport	ricezione e trasmissione di comunicazioni in materia di attivita' sportive ed impianti sportivi			sport@pec.comune.mantova.it	pec
spouni	c_f335	1	Sportello Unico delle Attivita Produttive Online	Informazioni circa le tipologie di procedimenti gestiti ed accesso archivio informatico delle pratiche in corso e concluse	0116401430	http://www.comune.moncalieri.to.it/sportello/index.htm	riccardo.franco@comune.moncalieri.to.it	altro
SRT	c_g353	1	Ufficio Lavori Pubblici	Ufficio Lavori Pubblici	0434614365		lavoripubblici@comune.pasianodipordenone.pn.it	altro
SRT	c_g353	2	Ufficio Urbanistica	Ufficio Urbanistica	0434614343		urbanistica@comune.pasianodipordenone.pn.it	altro
SRT	c_g353	3	Ufficio Edilizia Privata	Ufficio Edilizia Privata	0434614344		ediliziaprivata@comune.pasianodipordenone.pn.it	altro
SRT	c_g353	4	Ufficio Manutenzioni	Ufficio Manutenzioni	0434614342		manutenzioni@comune.pasianodipordenone.pn.it	altro
SRT	c_g353	5	Ufficio Ambiente	Ufficio Ambiente	0434614344		ambiente@comune.pasianodipordenone.pn.it	altro
SRT	c_g353	6	Protezione Civile	Protezione Civile	0434604055			altro
SS	c_e897	1	Settore Welfare e Servizi Sociali	ricezione e trasmissione di documentazione in materia socio-assistenziale, cimiteriale, gestione alloggi ERP, orti sociali, mediazione sociale, lavoro e politiche giovanili			servizi.sociali@pec.comune.mantova.it	pec
SSDD	c_f480	1	Servizio Anagrafe	Servizio Anagrafe	0898022008		anagrafe@comune.montecorvinopugliano.sa.it	altro
SSDD	c_f480	2	Servizio Elettorale	Servizio Elettorale	0898022268		elettorale.montecorvinopugliano@pec.it	pec
SSDD	c_f480	3	Servizio Leva	Servizio Leva	0898022008		servizidemografici@comune.montecorvinopugliano.sa.it	altro
SSDD	c_f480	4	Servizio AIRE	Servizio AIRE	0898022008		demografici.montecorvinopugliano@pec.it	pec
Ssoc_06	pueg_bs	1	Servizi Sociali	svolge attivita' a supporto delle situazioni di criticita' sociale presenti sul territorio	0365555309	http://www.comune.puegnagodelgarda.bs.it/comune_di_puegnago/home_page/uffici_comunali_e_attivita/gli_uffici_comunali/ufficio_servizi_sociali	servizi.sociali@comune.puegnagodelgarda.bs.it	altro
SSSS	c_f480	1	Servizio Politiche Sociali	Servizio Politiche Sociali	0898022221		serviziallapersona.montecorvinopugliano@pec.it	pec
ST	c_d228	1	FATTURAZIONE	fatturazione  SERVIZI TECNICI - (LAVORI PUBBLICI - GESTIONE PATRIMONIO - MANUTENZIONE)	0823842011		servizitecnici@pec.comune.curti.ce.it	pec
ST2	c_d228	1	FATTURAZIONE	fatturazione SERVIZI TECNICI 2 - (PIANIFICAZIONE URBANISTICA - EDILIZIA PRIVATA - SISMA - GOVERNO DEL TERRITORIO E AMBIENTE)	0823842011		servizitecnici2@pec.comune.curti.ce.it	pec
STAFF	c_a546	1	Direzione generale	Direzione generale e segreteria Segretario Generale	091943236		segretario.generale@comune.bagheria.pa.it	altro
staff	uni_moli	1	Coordinamento Direzione Generale	Coordinamento Direzione Generale	0874404206		gverde@unimol.it	altro
STAFF	c_a546	2	Gabinetto Sindaco	Gabinetto Sindaco	091943234		sindaco@comune.bagheria.pa.it	altro
staff	uni_moli	2	Ufficio Organi Collegiali	Ufficio Organi Collegiali	0874404304		f.fanelli@unimol.it	altro
staff	uni_moli	3	Ufficio Statuto, Regolamenti ed elezioni	Ufficio Statuto, Regolamenti ed elezioni	0874404279		visaggi@unimol.it	altro
STAFF	c_a546	3	Attivita' Contrattuale	Attivita' Contrattuale	091943250		appaltiecontratti@postecert.it	pec
staff	uni_moli	4	Ufficio Albo di Ateneo e Pubblicazione Atti	Ufficio Albo di Ateneo e Pubblicazione Atti	0874404264		tempesta@unimol.it	altro
staff	uni_moli	5	Ufficio affari legali	Ufficio affari legali	0874404418		guerriero@unimol.it	altro
staff	uni_moli	6	Ufficio Relazioni con il pubblico	Ufficio Relazioni con il pubblico	0874404277	http://www.unimol.it/pls/unimolise/V3_S2EW_CONSULTAZIONE.mostra_pagina?id_pagina=50111	scocca@unimol.it	altro
staff	uni_moli	7	Ufficio Protocollo Informatico e Archivi	Ufficio Protocollo Informatico e Archivi	0874404247		palangio@unimol.it	altro
staff	uni_moli	8	Settore di Supporto al CUG	Settore di Supporto al CUG	0874404241		iannone@unimol.it	altro
staff	uni_moli	9	Ufficio Dematerializzazione e Semplificazione Amministrativa	Ufficio Dematerializzazione e Semplificazione Amministrativa	0874404247		palangio@unimol.it	altro
staff	uni_moli	10	Coordinamento Gestione Documentale e Amministrazione Digitale	Coordinamento Gestione Documentale e Amministrazione Digitale	0874404247		palangio@unimol.it	altro
staff	uni_moli	11	Coordinamento Affari Generali	Coordinamento Affari Generali	0874404304		f.fanelli@unimol.it	altro
staff	uni_moli	12	Ufficio Segreteria Tecnica del Direttore Generale	Ufficio Segreteria Tecnica del Direttore Generale	0874404789		pompeo@unimol.it	altro
staff	uni_moli	13	Ufficio Relazioni Sindacali	Ufficio Relazioni Sindacali	0874404215		fratangelo@unimol.it	altro
staff01	c_l308	1	Albo Atti on Line	Albo degli Atti Amministrativi degli Organi di Governo dell'Ente	09414231214	http://www.tortoricinrete.it/ext/alboBig.asp	supporto@comunetortorici.me.it	altro
staff02	c_l308	1	Uffici on line	Accesso ai servizi telematici dell'Ente	09414231214	http://www.tortoricinrete.it/ext/uffici.asp	supporto@comunetortorici.me.it	altro
Staff1	cciaa_vt	1	Comunicazione e PID	Comunicazione e PID	0761234473	www.vt.camcom.it	camera.commercio.viterbo@vt.legalmail.camcom.it	pec
Staff2	cciaa_vt	1	Affari Generali Programmazione e Controllo	Affari Generali Programmazione e Controllo	0761234457	www.vt.camcom.it	camera.commercio.viterbo@vt.legalmail.camcom.it	pec
Staff3	cciaa_vt	1	Studi Statistica e Ricerche Economiche	Studi Statistica e Ricerche Economiche	0761234406	www.vt.camcom.it	camera.commercio.viterbo@vt.legalmail.camcom.it	pec
STAFFLEGALE	c_e974	1	Avvocatura	Avvocatura				altro
staffrettore	uni_moli	1	Coordinamento Rettorato	Coordinamento Rettorato	0874404325		segreteria.rettorato@unimol.it	altro
staffrettore	uni_moli	2	Ufficio Segreteria particolare del Rettore	Ufficio Segreteria particolare del Rettore	0874404290		doro@unimol.it	altro
staffrettore	uni_moli	3	Ufficio Relazioni e Comunicazioni Istituzionali	Ufficio Relazioni e Comunicazioni Istituzionali	0874404322		carugno@unimol.it	altro
staffrettore	uni_moli	4	Ufficio Prorettore e Delegati	Ufficio Prorettore e Delegati	0874404325		campidoglio@unimol.it	altro
staffrettore	uni_moli	5	Ufficio Programmazione Didattica e supporto al Nucleo di Valutazione e Presidio di Qualita'	Ufficio Programmazione Didattica e supporto al Nucleo di Valutazione e Presidio di Qualita'	0874404239		amorosa@unimol.it	altro
Staff_Presidenza	p_tp	1	Ufficio Anticorruzione e Trasparenza e Ufficio di Gabinetto	Ufficio Anticorruzione e Trasparenza e Ufficio di Gabinetto		http://www.provincia.trapani.it/provinciatp/provinciatp/provinciatp/zf/index.php/servizi-aggiuntivi/index/index/idtesto/126	provincia.trapani@cert.prontotp.net	pec
Staff_Segr	c_b428	1	RU	Risorse Umane	093341352		servizio-gru@comune.caltagirone.ct.it	altro
Staff_Segretario	c_e591	1	Staff_Sindaco	Staff Sindaco		staff.sindaco@comune.limbiate.mb.it		altro
Staff_Segretario	c_e591	2	Segreteria_Istituzionale	Segreteria Istituzionale		segreteria.istituzionale@comune.limbiate.mb.it		altro
StAMM	c_i242	1	Servizi DEMOGRAFICI	Anagrafe, Elettorale, Stato Civile e Leva	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=54&Itemid=143	servizi.demografici@comune-santamariadisala.it	altro
StAMM	c_i242	2	Servizi CULTURALI	Biblioteca, Cultura, Pubblica Istruzione e Sport	041487550	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=60&Itemid=143	servizi.culturali@comune-santamariadisala.it	altro
StAMM	c_i242	3	Servizio PROTOCOLLO	Centralino, posta e protocollo	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=66&Itemid=143	protocollo@comune-santamariadisala.it	altro
StAMM	c_i242	4	Servizi SOCIALI	Servizi Sociali	041487482	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=68&Itemid=143	servizi.sociali@comune-santamariadisala.it	altro
StAMM	c_i242	5	Servizio MESSI NOTIFICATORI	Messi Comunali	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=69&Itemid=143	notifiche@comune-santamariadisala.it	altro
StECN	c_i242	1	Servizio CONTABILE	Ragioneria e contabilita generale	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=71&Itemid=143	ragioneria@comune-santamariadisala.it	altro
StECN	c_i242	2	Servizio TRIBUTI	IUC, IMU, TASI, Pubblicita, Pubbliche affissioni e Rifiuti	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=72&Itemid=176	tributi@comune-santamariadisala.it	altro
StECN	c_i242	3	Servizio ACQUISTI E PATRIMONIO	Patrimonio comunale, mobili e immobili	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=73&Itemid=143	patrimonio@comune-santamariadisala.it	altro
StECN	c_i242	4	Servizi INFORMATIVI	Gestione Infrastruttura Informatica	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=65&Itemid=143	servizi.it@comune-santamariadisala.it	altro
StECN	c_i242	5	Servizio PERSONALE	Personale e Paghe	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=74&Itemid=143	personale@comune-santamariadisala.it	altro
StECN	c_i242	6	Servizio SEGRETERIA GENERALE	Segreteria Generale	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=67&Itemid=143	servizio.segreteria@comune-santamariadisala.it	altro
StTEC	c_i242	1	Servizio AMBIENTE E PROTEZIONE CIVILE	Ambiente e Protezione Civile	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=76&Itemid=143	ambiente@comune-santamariadisala.it	altro
StTEC	c_i242	2	Servizio CIMITERIALE	Gestione Cimiteri	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=article&id=33:cimiteriali&catid=77&Itemid=143	servizi.cimiteriali@comune-santamariadisala.it	altro
StTEC	c_i242	3	Servizio COMMERCIO ED ATTIVITA PRODUTTIVE	Commercio, attivita produttive e SUAP	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=78&Itemid=143	commercio@comune-santamariadisala.it	altro
StTEC	c_i242	4	Servizio CONTRATTI	Contratti	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=79&Itemid=143	servizio.contratti@comune-santamariadisala.it	altro
StTEC	c_i242	5	Servizio EDILIZIA PRIVATA	Edilizia Privata	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=80&Itemid=143	edilizia.privata@comune-santamariadisala.it	altro
StTEC	c_i242	6	Servizio ESPROPRI ED APPALTI	Espropri, Appalti	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=81&Itemid=143	appalti.llpp@comune-santamariadisala.it	altro
StTEC	c_i242	7	Servizio LAVORI PUBBLICI	Lavori Pubblici	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=82&Itemid=143	progettazioni.llpp@comune-santamariadisala.it	altro
StTEC	c_i242	8	Servizio MANUTENZIONI	Manutenzioni	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=83&Itemid=143	manutenzioni.llpp@comune-santamariadisala.it	altro
StTEC	c_i242	9	Servizio URBANISTICA	Urbanistica	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=84&Itemid=143	urbanistica@comune-santamariadisala.it	altro
StTEC	c_i242	10	Servizio SVILUPPO ECONOMICO	SUAP	041486788	http://www.santamariadisala.gov.it/site/index.php?option=com_content&view=category&id=194&Itemid=143	suap@comune-santamariadisala.it	altro
SUAP	c_l675	1	SUAP	Sportello Unico Attivita Produttive	019930901	http://halleyweb.com/c009065/	suap.comunevarazze@pec.it	pec
suap	c_h703	1	Servizi online	Erogazione di servizi online ai cittadini e alle imprese per tutti i procedimenti che abbiano ad oggetto lesercizio di attivita' produttive e di prestazione di servizi, e quelli relativi alle azioni di localizzazione, realizzazione, trasformazione, ristrutturazione o riconversione, ampliamento o trasferimento nonche' cessazione delle suddette attivita', ivi compresi quelli di cui al D.Lgs. n. 59/2010.	089667234	http://servizionline.comune.salerno.it/	protocollosuap@pec.comune.salerno.it	pec
suap	c_l570	1	Sportello unico per le attivita produttive	Sportello unico per le attivita produttive	0131949370	http://www.comune.valenza.al.it/italian/attivita_produttive.php	suap@cert.comune.valenza.al.it	pec
SUAP	c_e897	1	Sportello Unico Imprese e cittadini	ricezione istanze, SCIA e comunicazioni trasmesse con modalita' telematica, SUAP on-line, invio comunicazioni telematiche a soggetti pubblici e privati in materia di attivita' produttive e di edilizia privata			suap@pec.comune.mantova.it	pec
suap	c_h163	1	suap	Sportello unico per le attivita' produttive	0932676460	http://www.mapweb.it/ragusa/portal/index.php	suap@comune.ragusa.gov.it	altro
SUAP	c_b698	1	SUAP	presentazione in modalita' telematica delle pratiche per le attivita' produttive	0309749083	http://stu.comune.capriano.bs.it/	suap@comune.capriano.bs.it	altro
SUAP	c_b384	1	S.U.A.P.	Sportello Unico Attivita' Produttive	0957771056	http://www.impresainungiorno.gov.it/web/guest/comune?codCatastale=B384	suap@pec.comune.calatabiano.ct.it	pec
SUAP	UTA	1	Servizio Commercio Carpi	Servizio Commercio Carpi				altro
SUAP	UTA	2	Servizio Commercio Campogalliano	Servizio Commercio Campogalliano				altro
SUAP	UTA	3	Servizio Commercio Novi	Servizio Commercio Novi				altro
SUAP	UTA	4	Servizio Commercio Soliera	Servizio Commercio Soliera				altro
SUAP	UTA	5	Servizio Polizia Amministrativa	Servizio Polizia Amministrativa				altro
SUE	c_e101	1	Pratiche Edilizie	Presentazione paratiche edilizie		www.gorlamaggiore.org		altro
SUE	c_e101	2	Lavori Pubblici	Realizzazione, manutenzione ordinaria e straordinaria patrimonio pubblico		www.gorlamaggiore.org		altro
SUE	c_e101	3	Ecologia	Gestione e progettazione interventi ed iniziative in campo ambientale		www.gorlamaggiore.org		altro
SUE	c_e101	4	Acquedotto	Gestione e manutenzione acquedotto comunale		www.gorlamaggiore.org		altro
SUE	c_e101	5	Cimitero	Gestione e manutenzione cimitero comunale		www.gorlamaggiore.org		altro
T7P7PF	coda_065	1	ORGANISMO DI CONCILIAZIONE DEL FORO DI NOCERA INFERIORE	ATTIVITA' MEDIAZIONE		WWW.ODC.FORONOCERA.IT	fatturaelettronica.fppa@sicurezzapostale.it	pec
